iso3,countryName,unicefRegion,whoRegion,gaviPhase2,birthsunpd_2012wpp,siunpd_2012wpp,wbShort,bcg_cov_wuenic,bcg_Reported,bcg_recomputed,dtp1_cov_wuenic,dtp1_recomputed,dtp1_Reported,dtp3_cov_wuenic,dtp3_recomputed,dtp3_Reported,hepb3_cov_wuenic,hepb3_recomputed,hepb3_Reported,hib3_cov_wuenic,hib3_recomputed,hib3_Reported,pol3_cov_wuenic,pol3_recomputed,pol3_Reported,pcv3_cov_wuenic,pcv3_recomputed,pcv3_Reported,mcv1_cov_wuenic,mcv1_recomputed,mcv1_Reported,rotac_cov_wuenic,rotac_Reported,yfv_cov_wuenic,yfv_Reported,dtp1_dtp3_dropout
BHS,Bahamas,TACRO,AMR,0,5399,5345,High income,,,,99,107,100,93,100,93,90,96,90,94,100,94,93,100,93,,,,90,97,90,,,,,6
BHS,Bahamas,TACRO,AMR,0,5503,5450,High income,,,,99,97,99,96,93,96,95,92,95,96,93,96,97,94,97,3,3,3,98,95,98,,,,,4
BHS,Bahamas,TACRO,AMR,0,5591,5538,High income,,,,99,96,101,99,95,99,98,94,98,98,94,98,97,93,97,1,1,1,94,90,94,,,,,0
BHS,Bahamas,TACRO,AMR,0,5661,5608,High income,,,,99,,104,98,,98,95,,95,98,,98,97,,97,1,,1,90,,90,,,,,2
BHS,Bahamas,TACRO,AMR,0,5720,5668,High income,,,,99,90,99,98,88,98,96,87,96,98,89,98,99,89,99,37,34,37,91,82,91,,,,,2
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,55677,54542,Middle income,20,,,80,,,58,,,,,,,,,65,,,,,,52,,,,,,,28
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,52034,51003,Middle income,24,,,63,,,38,,,,,,,,,45,,,,,,48,,,,,,,40
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,49069,48156,Middle income,85,,,94,,,82,,,,,,,,,69,,,,,,57,,,,,,,12
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,46756,45966,Middle income,64,,,78,,,55,,,,,,,,,69,,,,,,53,,,,,,,30
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,44916,44245,Middle income,80,,,86,,,67,,,,,,,,,74,,,,,,70,,,,,,,22
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,43249,42685,Middle income,97,97,,92,,,79,,79,,,,,,,80,,80,,,,86,,86,,,,,14
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,41542,41063,Middle income,92,92,,91,,,89,,89,,,,,,,89,,89,,,,84,,84,,,,,2
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,39756,39342,Middle income,99,100,140,90,,,90,137,90,,,,,,,90,137,90,,,,83,136,83,,,,,0
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,37936,37565,Middle income,93,93,102,90,115,90,85,109,85,,,,,,,87,110,87,,,,80,90,80,,,,,6
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,36197,35851,Middle income,95,95,105,94,110,94,91,106,91,,,,,,,92,107,92,,,,92,112,92,,,,,4
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,34696,34366,Middle income,91,91,101,86,96,86,80,88,80,,,,,,,86,96,86,,,,89,103,89,,,,,6
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,33545,33226,Middle income,94,94,,93,,93,87,,87,,,,,,,87,,,,,,84,,84,,,,,6
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,32766,32456,Middle income,95,95,103,93,101,93,84,92,84,36,40,,49,58,,87,95,87,,,,88,99,88,,,,,10
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,32348,32044,Middle income,95,95,100,95,100,95,93,96,93,93,94,93,50,53,50,95,97,95,,,,90,98,90,,,,,2
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,32240,31942,Middle income,97,97,96,94,96,94,87,89,87,90,91,90,82,59,82,91,92,91,,,,85,87,85,,,,,8
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,32341,32047,Middle income,98,98,96,96,98,96,95,94,95,94,94,94,83,60,95,95,94,95,,,,96,96,96,,,,,2
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,32558,32270,Middle income,96,96,65,95,64,95,91,61,91,88,61,88,83,64,83,92,64,92,,,,84,56,84,,,,,4
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,32840,32557,Middle income,97,97,101,95,101,95,90,96,90,90,96,90,80,80,80,90,96,90,,,,93,96,93,,,,,6
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,33158,32882,Middle income,96,,100,95,94,,89,89,,89,92,,83,88,,90,91,,,,,91,93,,,,,,6
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,33506,33237,Middle income,94,94,93,94,94,94,88,87,88,88,88,88,85,85,85,89,89,89,,,,89,89,89,,,,,6
BIH,Bosnia and Herzegovina,CEE-CIS,EUR,0,33898,33635,Middle income,96,96,94,95,91,95,92,87,92,92,85,92,87,73,87,87,85,87,,,,94,89,94,,,,,4
BLR,Belarus,CEE-CIS,EUR,0,127940,125984,Middle income,95,,,96,,,90,,,,,,,,,90,,,,,,94,,,,,,,6
BLR,Belarus,CEE-CIS,EUR,0,120300,118461,Middle income,93,,,97,,,91,,,,,,,,,91,,,,,,96,,,,,,,6
BLR,Belarus,CEE-CIS,EUR,0,113084,111352,Middle income,94,,,97,,,92,,,,,,,,,92,,,,,,97,,,,,,,6
BLR,Belarus,CEE-CIS,EUR,0,106597,104967,Middle income,96,,,98,,,96,,,,,,,,,96,,,,,,93,,,,,,,2
BLR,Belarus,CEE-CIS,EUR,0,101032,99504,Middle income,97,,,98,,,98,,,,,,,,,98,,,,,,96,,,,,,,0
BLR,Belarus,CEE-CIS,EUR,0,96392,94968,Middle income,98,98,,98,,,98,,98,,,,,,,98,,98,,,,97,,97,,,,,0
BLR,Belarus,CEE-CIS,EUR,0,92681,91365,Middle income,99,99,,99,,,99,,99,,,,,,,99,,99,,,,98,,98,,,,,0
BLR,Belarus,CEE-CIS,EUR,0,89976,88768,Middle income,99,99,95,99,,,99,99,99,,,,,,,99,99,99,,,,98,99,98,,,,,0
BLR,Belarus,CEE-CIS,EUR,0,88393,87291,Middle income,99,99,98,99,,,99,102,99,70,72,70,,,,99,102,99,,,,98,101,98,,,,,0
BLR,Belarus,CEE-CIS,EUR,0,88015,87011,Middle income,99,99,97,99,,,99,103,99,93,97,93,,,,99,103,99,,,,99,103,99,,,,,0
BLR,Belarus,CEE-CIS,EUR,0,88706,87791,Middle income,99,99,93,99,,,99,99,99,99,99,99,,,,99,100,99,,,,99,99,99,,,,,0
BLR,Belarus,CEE-CIS,EUR,0,90248,89410,Middle income,99,99,,74,,,50,46,50,56,,56,,,,53,51,53,,,,99,95,99,,,,,32
BLR,Belarus,CEE-CIS,EUR,0,92416,91644,Middle income,99,99,89,99,,,99,92,99,99,92,99,,,,99,92,99,,,,99,92,99,,,,,0
BLR,Belarus,CEE-CIS,EUR,0,94919,94199,Middle income,99,99,93,99,91,99,99,91,99,99,90,99,,,,98,90,98,,,,99,92,99,,,,,0
BLR,Belarus,CEE-CIS,EUR,0,97458,96778,Middle income,99,99,92,99,92,99,99,92,99,98,92,98,,,,97,91,97,,,,97,85,97,,,,,0
BLR,Belarus,CEE-CIS,EUR,0,99787,99138,Middle income,98,98,101,99,100,99,95,95,95,91,90,91,,,,90,90,90,,,,99,105,99,,,,,4
BLR,Belarus,CEE-CIS,EUR,0,101697,101070,Middle income,98,98,105,98,103,98,97,103,97,98,104,98,6,6,6,98,104,98,,,,99,105,99,,,,,2
BLR,Belarus,CEE-CIS,EUR,0,103033,102424,Middle income,98,98,103,98,100,98,96,99,96,98,101,98,19,20,,98,101,98,,,,99,100,99,,,,,2
BLR,Belarus,CEE-CIS,EUR,0,103721,103126,Middle income,99,99,102,99,78,97,98,80,98,96,98,96,,0,,99,99,99,,,,99,101,99,,,,,2
BLR,Belarus,CEE-CIS,EUR,0,103796,103211,Middle income,99,99,103,99,102,99,98,102,98,98,102,98,21,21,,98,102,98,,,,99,102,99,,,,,2
BLR,Belarus,CEE-CIS,EUR,0,103438,102863,Middle income,98,98,110,98,105,98,98,105,98,97,104,97,22,23,99,98,105,98,,,,98,100,98,,,,,0
BLZ,Belize,TACRO,AMR,0,6031,5760,Middle income,71,,,72,,,47,,,,,,,,,44,,,,,,21,,,,,,,34
BLZ,Belize,TACRO,AMR,0,6090,5829,Middle income,71,,,77,,,44,,,,,,,,,54,,,,,,40,,,,,,,42
BLZ,Belize,TACRO,AMR,0,6153,5900,Middle income,85,,,74,,,61,,,,,,,,,65,,,,,,51,,,,,,,18
BLZ,Belize,TACRO,AMR,0,6219,5973,Middle income,81,,,81,,,59,,,,,,,,,61,,,,,,43,,,,,,,28
BLZ,Belize,TACRO,AMR,0,6291,6051,Middle income,77,,,77,,,53,,,,,,,,,61,,,,,,43,,,,,,,32
BLZ,Belize,TACRO,AMR,0,6367,6130,Middle income,81,,,81,,,58,,,,,,,,,61,,,,,,49,,,,,,,28
BLZ,Belize,TACRO,AMR,0,6445,6212,Middle income,94,,,98,,,82,,,,,,,,,84,,,,,,85,,,,,,,16
BLZ,Belize,TACRO,AMR,0,6520,6289,Middle income,77,,,87,,,85,,,,,,,,,58,,,,,,53,,,,,,,2
BLZ,Belize,TACRO,AMR,0,6589,6361,Middle income,85,,,90,,,61,,,,,,,,,63,,,,,,59,,,,,,,32
BLZ,Belize,TACRO,AMR,0,6650,6426,Middle income,91,,,88,,,79,,,,,,,,,74,,,,,,71,,,,,,,10
BLZ,Belize,TACRO,AMR,0,6700,6483,Middle income,93,,,97,,,91,,,,,,,,,86,,,,,,86,,,,,,,6
BLZ,Belize,TACRO,AMR,0,6738,6526,Middle income,94,,,94,,,82,,,,,,,,,80,,,,,,76,,,,,,,12
BLZ,Belize,TACRO,AMR,0,6765,6560,Middle income,97,,,96,,,74,,,,,,,,,89,,,,,,69,,,,,,,22
BLZ,Belize,TACRO,AMR,0,6783,6586,Middle income,91,,,96,,,85,,,,,,,,,86,,,,,,80,,,,,,,12
BLZ,Belize,TACRO,AMR,0,6794,6607,Middle income,90,,,96,,,88,,,,,,,,,84,,,,,,82,,,,,,,8
BLZ,Belize,TACRO,AMR,0,6804,6625,Middle income,92,,,94,,,83,,,,,,,,,83,,,,,,83,,,,,,,12
BLZ,Belize,TACRO,AMR,0,6816,6647,Middle income,90,,,95,,,85,,,,,,,,,85,,,,,,81,,,,,,,10
BLZ,Belize,TACRO,AMR,0,6836,6675,Middle income,85,85,,95,,,86,,86,,,,,,,85,,85,,,,85,,85,,,,,10
BLZ,Belize,TACRO,AMR,0,6864,6712,Middle income,93,93,,95,,,87,,87,,,,,,,87,,87,,,,84,,84,,,,,8
BLZ,Belize,TACRO,AMR,0,6903,6759,Middle income,96,96,,96,,,87,,87,,,,,,,84,,84,,,,82,,82,,,,,10
BLZ,Belize,TACRO,AMR,0,6952,6814,Middle income,96,96,105,96,99,,91,100,91,76,85,76,,,,91,100,91,,,,96,107,96,,,,,6
BLZ,Belize,TACRO,AMR,0,7006,6873,Middle income,98,98,,97,,,96,,96,96,,96,96,,96,96,,96,,,,94,,94,,,,,2
BLZ,Belize,TACRO,AMR,0,7062,6934,Middle income,96,96,104,97,111,,89,97,89,97,106,97,89,,89,93,102,93,,,,88,97,88,,,,,8
BLZ,Belize,TACRO,AMR,0,7118,6993,Middle income,99,99,105,98,107,,96,103,96,96,103,96,96,103,96,95,103,95,,,,96,103,96,,,,,2
BLZ,Belize,TACRO,AMR,0,7172,7050,Middle income,99,100,108,98,108,98,97,106,97,97,108,97,97,,97,97,106,97,,,,97,106,97,,,,,2
BLZ,Belize,TACRO,AMR,0,7225,7107,Middle income,96,96,102,98,105,95,96,104,96,96,104,96,96,104,96,96,104,96,,,,95,103,95,,,,,2
BLZ,Belize,TACRO,AMR,0,7281,7164,Middle income,97,97,99,98,100,98,98,102,98,98,102,98,98,102,98,98,102,98,,,,99,104,100,,,,,0
BLZ,Belize,TACRO,AMR,0,7342,7227,Middle income,99,99,102,98,102,98,96,100,96,96,100,96,96,100,96,97,100,97,,,,96,99,96,,,,,2
BLZ,Belize,TACRO,AMR,0,7409,7297,Middle income,98,98,100,98,102,98,94,97,94,94,97,94,94,97,94,94,97,94,,,,96,99,96,,,,,4
BLZ,Belize,TACRO,AMR,0,7482,7372,Middle income,99,99,103,99,101,99,97,99,97,97,99,97,97,99,97,98,100,98,,,,97,99,97,,,,,2
BLZ,Belize,TACRO,AMR,0,7558,7450,Middle income,98,98,91,99,97,99,96,96,96,96,96,96,96,96,96,96,97,96,,,,98,98,98,,,,,4
BLZ,Belize,TACRO,AMR,0,7634,7529,Middle income,98,98,91,98,93,98,95,90,95,95,90,95,95,90,95,95,90,95,,,,98,93,98,,,,,4
BLZ,Belize,TACRO,AMR,0,7708,7606,Middle income,98,98,88,99,92,96,98,94,98,98,94,98,98,94,98,98,94,98,,,,96,93,96,,,,,2
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,213093,187491,Middle income,30,,,32,,,11,,,,,,,,,14,,,,,,13,,,,,,,66
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,215540,190600,Middle income,30,,,35,,,13,,,,,,,,,15,,,,,,17,,,,,,,62
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,218341,194025,Middle income,31,,,33,,,12,,,,,,,,,12,,,,,,15,,,,,,,64
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,221399,197680,Middle income,27,,,31,,,10,,,,,,,,,11,,,,,,13,,,,,,,68
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,224692,201540,Middle income,23,,,25,,,6,,,,,,,,,46,,,,,,20,,,,,,,76
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,228262,205640,Middle income,24,,,58,,,33,,,,,,,,,30,,,,,,21,,,,,,,44
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,232176,210043,Middle income,53,,,67,,,42,,,,,,,,,42,,,,,,55,,,,,,,38
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,236408,214730,Middle income,55,,,60,,,35,,,,,,,,,41,,,,,,57,,,,,,,42
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,240861,219614,Middle income,56,,,53,,,28,,,,,,,,,40,,,,,,58,,,,,,,48
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,245388,224554,Middle income,64,,,76,,,52,,,,,,,,,51,,,,,,59,,,,,,,32
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,249738,229306,Middle income,65,,,66,,,41,,,,,,,,,50,,,,,,53,,,,,,,38
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,253634,233594,Middle income,67,,,68,,,43,,,,,,,,,52,,,,,,54,,,,,,,36
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,256903,237246,Middle income,81,,,70,,,45,,,,,,,,,54,,,,,,57,,,,,,,36
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,259456,240178,Middle income,84,,,76,,,52,,,,,,,,,56,,,,,,57,,,,,,,32
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,261291,242389,Middle income,92,,,80,,,58,,,,,,,,,60,,,,,,64,,,,,,,28
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,262542,244019,Middle income,87,,,84,,,64,,,,,,,,,64,,,,,,58,,,,,,,24
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,263445,245311,Middle income,98,,,82,,,61,,,,,,,,,61,,,,,,61,,,,,,,26
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,264272,246540,Middle income,88,88,,80,,,58,,78,,,,,,,57,,78,,,,51,,99,,,,,28
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,265208,247899,Middle income,85,85,,86,,,61,,76,,,,,,,59,,75,,,,65,,77,,,,,30
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,266298,249438,Middle income,95,95,,92,,,77,,87,,,,,,,79,,89,,,,79,,99,,,,,16
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,267435,251063,Middle income,92,95,89,92,98,98,75,89,89,77,,89,77,,89,74,89,89,,,,84,121,100,,,,,18
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,268409,252571,Middle income,90,94,90,91,99,97,71,92,90,77,,90,77,,83,71,91,90,,,,88,106,107,,,,,22
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,269017,253751,Middle income,93,100,86,94,92,100,77,85,100,77,,100,77,,88,76,85,100,,,,91,,99,,,,,18
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,269162,254490,Middle income,96,99,76,96,88,99,88,81,99,80,81,99,80,81,95,82,80,94,,,,96,103,100,,,,,8
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,268895,254822,Middle income,86,86,83,88,90,88,84,86,84,84,86,84,84,86,84,84,86,84,,,,90,91,90,,,12,12,4
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,268383,254891,Middle income,88,88,85,93,95,93,85,86,85,85,86,85,85,86,85,84,86,84,,,,89,90,89,,,73,73,8
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,267865,254916,Middle income,87,87,85,87,89,87,83,85,83,83,85,83,83,85,83,82,85,82,,,,88,90,88,,,76,76,4
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,267593,255133,Middle income,86,86,84,85,87,85,82,84,82,82,84,82,82,84,82,82,84,82,,,,83,85,83,,,82,82,4
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,267749,255719,Middle income,86,86,83,87,89,87,83,85,83,83,85,83,83,85,83,82,84,82,,,,87,88,87,40,40,77,77,4
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,268398,256740,Middle income,88,88,85,87,89,87,85,86,85,85,86,85,85,86,85,84,86,84,,,,86,88,86,65,65,61,61,2
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,269537,258202,Middle income,90,90,88,87,88,87,80,81,80,80,81,80,80,81,80,80,81,80,,,,79,80,79,76,76,63,63,8
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,271084,260034,Middle income,90,90,87,90,91,90,82,84,82,82,84,82,82,84,82,82,83,82,,,,84,84,84,80,80,81,81,8
BOL,Bolivia (Plurinational State of),TACRO,AMR,1,272843,262059,Middle income,87,87,86,85,87,85,80,82,80,80,82,80,80,82,80,79,82,79,,,,84,86,84,76,76,82,82,6
BRA,Brazil,TACRO,AMR,0,3896442,3619832,Middle income,56,,,62,,,37,,,,,,,,,69,,,,,,57,,,,,,,40
BRA,Brazil,TACRO,AMR,0,3933136,3665809,Middle income,62,,,72,,,47,,,,,,,,,39,,,,,,73,,,,,,,34
BRA,Brazil,TACRO,AMR,0,3952137,3695038,Middle income,64,,,79,,,56,,,,,,,,,51,,,,,,66,,,,,,,30
BRA,Brazil,TACRO,AMR,0,3952735,3706452,Middle income,66,,,82,,,60,,,,,,,,,55,,,,,,68,,,,,,,26
BRA,Brazil,TACRO,AMR,0,3935224,3700058,Middle income,75,,,87,,,68,,,,,,,,,55,,,,,,73,,,,,,,22
BRA,Brazil,TACRO,AMR,0,3900520,3676582,Middle income,63,,,86,,,66,,,,,,,,,52,,,,,,67,,,,,,,24
BRA,Brazil,TACRO,AMR,0,3850831,3638122,Middle income,65,,,80,,,58,,,,,,,,,51,,,,,,67,,,,,,,28
BRA,Brazil,TACRO,AMR,0,3791728,3590125,Middle income,68,,,80,,,58,,,,,,,,,53,,,,,,64,,,,,,,28
BRA,Brazil,TACRO,AMR,0,3729354,3538582,Middle income,74,,,80,,,58,,,,,,,,,57,,,,,,62,,,,,,,28
BRA,Brazil,TACRO,AMR,0,3668674,3488269,Middle income,74,,,79,,,56,,,,,,,,,54,,,,,,60,,,,,,,30
BRA,Brazil,TACRO,AMR,0,3615963,3445224,Middle income,79,,,86,,,66,,,,,,,,,58,,,,,,78,,,,,,,24
BRA,Brazil,TACRO,AMR,0,3576780,3414799,Middle income,87,,,92,,,78,,,,,,,,,67,,,,,,85,,,,,,,16
BRA,Brazil,TACRO,AMR,0,3552467,3398301,Middle income,90,,,88,,,71,,,,,,,,,65,,,,,,91,,,,,,,20
BRA,Brazil,TACRO,AMR,0,3542737,3395493,Middle income,95,,,91,,,75,,,,,,,,,64,,,,,,85,,,,,,,18
BRA,Brazil,TACRO,AMR,0,3546694,3405584,Middle income,93,,,50,,,74,,,4,,,,,,70,,,,,,77,,,,,,,
BRA,Brazil,TACRO,AMR,0,3562265,3426659,Middle income,99,,,85,,,81,,,10,,,,,,79,,,,,,87,,,,,,,4
BRA,Brazil,TACRO,AMR,0,3585948,3455415,Middle income,99,,,75,,,77,,,15,,,,,,80,,,,,,80,,,,,,,
BRA,Brazil,TACRO,AMR,0,3611552,3485908,Middle income,99,100,,99,,99,79,,79,6,,6,,,,89,,89,,,,99,,100,,,,,20
BRA,Brazil,TACRO,AMR,0,3632820,3512073,Middle income,99,100,,99,,100,93,,93,13,,13,,,,95,,95,,,,95,,95,,,38,38,6
BRA,Brazil,TACRO,AMR,0,3645119,3529366,Middle income,99,100,,99,,100,94,,94,84,,84,,,,99,,99,,,,99,,99,,,38,,6
BRA,Brazil,TACRO,AMR,0,3642217,3531615,Middle income,99,100,101,99,97,100,98,89,98,94,85,94,90,,90,99,95,100,,,,99,99,100,,,37,37,2
BRA,Brazil,TACRO,AMR,0,3618749,3513451,Middle income,99,100,101,99,96,100,98,90,98,91,654,91,93,86,93,99,95,100,,,,99,96,100,,,39,39,2
BRA,Brazil,TACRO,AMR,0,3574972,3475016,Middle income,99,100,99,99,93,100,99,91,99,92,85,92,93,86,93,99,92,100,,,,96,89,96,,,20,,0
BRA,Brazil,TACRO,AMR,0,3513403,3418715,Middle income,99,100,98,99,93,100,98,91,98,92,86,92,98,,98,99,94,100,,,,99,105,100,,,25,,2
BRA,Brazil,TACRO,AMR,0,3437222,3347657,Middle income,99,100,,97,,97,96,,96,90,,90,96,,96,98,,98,,,,99,,100,,,29,,2
BRA,Brazil,TACRO,AMR,0,3352790,3268118,Middle income,99,100,103,97,96,97,96,96,96,92,91,92,96,2,96,98,97,98,,,,99,99,100,,,34,,2
BRA,Brazil,TACRO,AMR,0,3268182,3188091,Middle income,99,113,101,98,95,103,97,95,104,99,92,100,97,95,104,99,96,105,,,,99,,102,47,47,34,,2
BRA,Brazil,TACRO,AMR,0,3190968,3115093,Middle income,99,111,101,98,96,102,97,96,103,99,93,100,98,96,104,99,98,105,,,,99,99,105,80,80,36,,2
BRA,Brazil,TACRO,AMR,0,3126721,3054683,Middle income,99,109,102,99,95,99,98,94,98,96,92,96,99,95,99,99,96,100,,,,99,96,101,81,81,35,,2
BRA,Brazil,TACRO,AMR,0,3077921,3009353,Middle income,99,109,97,99,94,102,98,94,102,99,93,100,98,94,102,99,95,104,,,,99,96,102,86,86,34,,2
BRA,Brazil,TACRO,AMR,0,3044474,2979061,Middle income,99,107,101,99,96,99,98,95,98,96,93,96,96,95,96,99,96,99,24,23,24,99,96,100,83,83,34,88,2
BRA,Brazil,TACRO,AMR,0,3023429,2960925,Middle income,99,108,99,99,96,101,99,94,100,98,100,98,97,95,97,98,94,101,82,,82,99,96,102,87,87,39,91,0
BRA,Brazil,TACRO,AMR,0,3008538,2948779,Middle income,99,106,101,99,98,101,94,92,94,97,94,97,95,93,95,97,94,97,89,87,89,99,97,99,86,86,42,92,6
BRB,Barbados,TACRO,AMR,0,4403,4264,High income,,,,82,,,60,,,,,,,,,99,,,,,,41,,,,,,,26
BRB,Barbados,TACRO,AMR,0,4397,4263,High income,,,,80,,,58,,,,,,,,,54,,,,,,47,,,,,,,28
BRB,Barbados,TACRO,AMR,0,4393,4263,High income,,,,83,,,62,,,,,,,,,63,,,,,,53,,,,,,,26
BRB,Barbados,TACRO,AMR,0,4383,4258,High income,,,,87,,,69,,,,,,,,,62,,,,,,55,,,,,,,20
BRB,Barbados,TACRO,AMR,0,4365,4245,High income,,,,94,,,83,,,,,,,,,77,,,,,,84,,,,,,,12
BRB,Barbados,TACRO,AMR,0,4337,4223,High income,,,,94,,,83,,,,,,,,,88,,,,,,88,,,,,,,12
BRB,Barbados,TACRO,AMR,0,4301,4191,High income,,,,92,,,79,,,,,,,,,80,,,,,,84,,,,,,,14
BRB,Barbados,TACRO,AMR,0,4260,4155,High income,,,,92,,,79,,,,,,,,,68,,,,,,85,,,,,,,14
BRB,Barbados,TACRO,AMR,0,4218,4119,High income,,,,91,,,76,,,,,,,,,73,,,,,,84,,,,,,,16
BRB,Barbados,TACRO,AMR,0,4175,4079,High income,,,,92,,,78,,,,,,,,,80,,,,,,85,,,,,,,16
BRB,Barbados,TACRO,AMR,0,4129,4038,High income,,,,97,,,91,,,,,,,,,90,,,,,,87,,,,,,,6
BRB,Barbados,TACRO,AMR,0,4079,3992,High income,,,,94,,,82,,,,,,,,,84,,,,,,92,,,,,,,12
BRB,Barbados,TACRO,AMR,0,4023,3940,High income,,,,96,,,90,,,,,,,,,89,,,,,,90,,,,,,,6
BRB,Barbados,TACRO,AMR,0,3962,3883,High income,,,,95,,,86,,,,,,,,,88,,,,,,92,,,,,,,10
BRB,Barbados,TACRO,AMR,0,3897,3823,High income,,,,96,,,90,,,,,,,,,91,,,,,,97,,,,,,,6
BRB,Barbados,TACRO,AMR,0,3832,3762,High income,,,,97,,,93,,,,,,,,,93,,,,,,92,,,,,,,4
BRB,Barbados,TACRO,AMR,0,3770,3703,High income,,,,95,,,85,,,,,,,,,85,,,,,,99,,,,,,,10
BRB,Barbados,TACRO,AMR,0,3714,3651,High income,,,,98,,,96,,96,,,,,,,96,,96,,,,92,,92,,,,,2
BRB,Barbados,TACRO,AMR,0,3666,3606,High income,,,,96,,,93,,93,,,,,,,93,,93,,,,97,,97,,,,,4
BRB,Barbados,TACRO,AMR,0,3629,3572,High income,,,,95,,,87,,87,,,,,,,86,,86,,,,86,,86,,,,,8
BRB,Barbados,TACRO,AMR,0,3603,3548,High income,,,,93,95,93,93,96,93,,,,,,,86,88,86,,,,94,94,94,,,,,0
BRB,Barbados,TACRO,AMR,0,3587,3534,High income,,,,92,103,92,84,94,84,18,19,18,18,,18,93,97,93,,,,93,95,93,,,,,8
BRB,Barbados,TACRO,AMR,0,3578,3528,High income,,,,92,,,87,,87,66,,66,66,,66,86,,86,,,,91,,91,,,,,6
BRB,Barbados,TACRO,AMR,0,3576,3527,High income,,,,91,96,91,89,90,89,91,90,91,88,,88,90,91,90,,,,90,92,90,,,,,2
BRB,Barbados,TACRO,AMR,0,3577,3529,High income,,,,97,,,93,,93,93,,93,93,,93,93,,93,,,,98,,98,,,,,4
BRB,Barbados,TACRO,AMR,0,3581,3535,High income,,,,97,,,92,,92,92,,92,92,,92,91,,91,,,,93,,93,,,,,6
BRB,Barbados,TACRO,AMR,0,3586,3542,High income,,,,94,81,81,84,84,84,84,84,84,84,84,84,85,84,85,,,,92,92,92,,,,,10
BRB,Barbados,TACRO,AMR,0,3592,3550,High income,,,,93,90,93,93,90,93,93,90,93,93,90,93,93,90,93,,,,75,74,75,,,,,0
BRB,Barbados,TACRO,AMR,0,3597,3556,High income,,,,85,86,85,85,86,85,85,86,85,85,86,85,85,86,85,,,,94,95,94,,,,,0
BRB,Barbados,TACRO,AMR,0,3602,3562,High income,,,,93,90,93,93,90,93,93,90,93,93,90,93,93,90,93,75,,75,94,94,94,,,,,0
BRB,Barbados,TACRO,AMR,0,3606,3567,High income,,,,93,,,86,85,86,86,85,86,86,85,86,90,89,90,75,,,85,83,85,,,,,8
BRB,Barbados,TACRO,AMR,0,3608,3570,High income,,,,93,,,91,83,91,91,83,91,91,83,91,91,83,91,75,,,93,85,93,,,,,2
